data_detectado;orgao;municipio;modalidade;categoria;objeto;item;descricao_item;fornecedor_vencedor;cnpj_fornecedor;valor_unitario_homologado;valor_total_homologado;id_pncp
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;22;Retirada de portas e janelas de madeira inclusive batentes;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;29,0;290,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;23;(SERV. PRELIM.) Retirada de esquadrias metálicas;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;13,0;195,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;24;(SERV. PRELIM.) Retirada de vidros quebrados;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;6,0;45,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;25;(SERV. PRELIMINAR) Retirada de aparelhos sanitários;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;17,0;153,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;26;(SERV. PRELIM.) Retirada de alizar de madeira;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;2,0;30,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;27;(SERV. PRELIM.) Retirada de marco de madeira;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;5,0;75,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;28;(SERV. PRELIM.) Demolição de divisória de granito;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;19,0;95,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;29;(SERV. PRELIMINAR) Remoção de telha ondulada de fibrocimento, inclusive cumeeira;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;4,0;200,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;30;(SERV. PRELIM.) Remoção de telhas cerâmicas, tipo colonial;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;19,0;807,5;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;31;RETIRADA DE PISO DE BORRACHA;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;15,0;4500,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;32;(SERV. PRELIM.) Remoção de forro de PVC;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;9,0;382,5;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;33;(MOVIM. DE TERRA) Escavação manual em material de 1a. categoria;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;82,0;615,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;34;(MOVI. DE TERRA) Reaterro apiloado de cavas de fundação, em camadas de 20 cm;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;89,0;445,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;35;Fornecimento e espalhamento de areia média lavada;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;280,0;202160,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;36;(SERVIÇOS PRELIMINARES/CANT) INDICE DE PREÇO PARA REMOÇÃO DE ENTULHO DECORRENTE DA EXECUÇÃO DE OBRAS;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;30,0;9000,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;37;(ESTRUTURA) Fornecimento, preparo e aplicação de concreto magro;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;914,0;1371,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;38;(ESTRUTURA) Fornecimento, preparo e aplicação de concreto Fck=25 MPa (brita 1 e 2);EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;1163,0;8722,5;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;39;ESTRUTURAL FORMA DE TABUA DE MADEIRA DE;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;130,0;7800,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;40;(ESTRUTURA) Fornecimento, dobragem e colocação em fôrma, de armadura CA-50 A média;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;14,0;4200,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;41;(ESTRUTURA) Fornecimento, dobragem e colocação em fôrma, de armadura CA-60 B fina;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;15,0;2250,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;42;Remoção cuidadosa do concreto afetado, através de escarificação (considerando esp. escarificada de 5;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;213,0;3195,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;43;COBERTURA ESTRUTURA METALICA LIMPEZA DE ACO;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;38,0;950,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;44;(RECUP. DE ESTRUT) Aplicação de Sika Top 108 Armatec ou equivalente;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;112,0;1120,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;45;RECUPERAÇÃO DE ESTRUTURAL - Recomposição de concreto danificado;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;570,0;5700,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;46;(PAREDES E PAINÉIS) Alvenaria de blocos de concreto 14x19x39cm;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;117,0;7020,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;47;ALVENARIA DE BLOCOS CERAMICOS 10 FUROS;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;85,0;2550,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;48;(PAREDES E PAINÉIS) Divisória de granito com 3 cm de espessura;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;557,0;5570,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;49;COBERTURA - FORN E ASSENT DE TELHAS DE LIGA DE ALUMÍNIO E ZINCO (GALVALUME);EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;75,0;11250,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE LINHARES;Linhares;Concorrência - Eletrônica;conservação;Contratação da empresa para a execução de serviços continuados de conservação rotineira e manutenção corretiva e preventiva;50;(COBERTURA) Calha em chapa galvanizada com largura de 40 cm;EBS CONSTRUTORA E SERVICOS LTDA;11567744000109;295,0;14750,0;27167410000188-1-000617/2025
2026-07-15;MUNICIPIO DE BOM JESUS DO NORTE;Bom Jesus do Norte;Pregão - Eletrônico;motorista;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE ÔNIBUS E MICRO-ÔNIBUS COM MOTORISTA  A PEDIDO DA SECRETARIA MUNICIPAL DE DESENVOLV;1;"FRETAMENTO DE VEICULO TIPO ONIBUS, COM NO MINIMO 46 LUGARES, PARA VIAGENS INTERMUNICIPAIS, CONTENDO NO MINIMO:1 Sanitario;1 Aparelho de TV a cores;Aparelho de DVD player; Som ambiente;Bebedouro para a";RODRIGO NUNES FERREIRA LTDA;29275546000137;11,95;52580,0;27167360000139-1-000045/2025
2026-07-15;MUNICIPIO DE BOM JESUS DO NORTE;Bom Jesus do Norte;Pregão - Eletrônico;motorista;REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO DE ÔNIBUS E MICRO-ÔNIBUS COM MOTORISTA  A PEDIDO DA SECRETARIA MUNICIPAL DE DESENVOLV;2;"FRETAMENTO DE VEICULO TIPO MICROONIBUS COM NO MINIMO 26 LUGARES, PARA VIAGENS INTERMUNICIPAIS CONTENDO NO MINIMO:1 Aparelho de TV a cores;Aparelho de DVD player;Som ambiente;Bebedouro com agua mineral";RODRIGO NUNES FERREIRA LTDA;29275546000137;9,28;20416,0;27167360000139-1-000045/2025
2026-07-15;TRIBUNAL SUPERIOR ELEITORAL;Vitória;Pregão - Eletrônico;postos de trabalho;Contratação de empresa especializada na prestação de serviços continuados de apoio administrativo mediante alocação de postos de trabalho de Assistente Administrativo para a sede do Tribunal Regional ;1;Prestação de Serviços de Apoio Administrativo;FALLCON SERVICE LTDA;33756005000106;4826,74;43440,66;00509018000113-1-003714/2025
2026-07-15;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO;Santa Maria de Jetibá;Pregão - Eletrônico;motorista;Contratação de serviços TRANSPORTE ESCOLAR DIÁRIO, de forma continuada, com motoristas e veículos automotores, tipo ônibus, micro-ônibus e van, a serem executados com percursos e itinerários estabelec;1;Locação de Veículos - Leves / Pesados / Com Motorista;BRANDAO TURISMO LTDA;16749877000110;12,0;1440000,0;10838653000106-1-000910/2025
2026-07-15;INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO ESPIRITO SANTO;Santa Maria de Jetibá;Pregão - Eletrônico;motorista;Contratação de serviços TRANSPORTE ESCOLAR DIÁRIO, de forma continuada, com motoristas e veículos automotores, tipo ônibus, micro-ônibus e van, a serem executados com percursos e itinerários estabelec;2;Locação de Veículos - Leves / Pesados / Com Motorista;BRANDAO TURISMO LTDA;16749877000110;13,7;548000,0;10838653000106-1-000910/2025
2026-07-15;ESPIRITO SANTO SECRETARIA DE ESTADO DA EDUCACAO;Vitória;Concorrência - Eletrônica;mão de obra;Contratação de empresa para execução da obra de reforma do CEEFTI Galdino Antônio Vieira, localizado no município de Vila Velha/ES, com fornecimento de mão de obra e materiais.;1;Obras Civis Públicas ( Construção );METAL EDIFICACOES E ESTRUTURAS METALICAS LTDA;15918222000165;1855500,0;1855500,0;27080563000193-1-000145/2025
2026-07-15;CAMARA MUNICIPAL DE ECOPORANGA;Ecoporanga;Pregão - Eletrônico;dedicação exclusiva;"Contratação de Empresa Especializada para Prestação de Serviços com dedicação exclusiva de mão de
obra para Postos de Portaria Patrimonial Convencional, com respectivos equipamentos e materiais, para";1;Portaria Diurno – com 02 (dois) Porteiros, em regime especial de 12 x 36, com Pagamento de Intervalo Intrajornada ;GUARDIÕES ADMINISTRADORA DE SERVIÇOS LTDA-ME;19797183000146;187606,4;187606,4;27471911000153-1-000020/2025
2026-07-15;CAMARA MUNICIPAL DE ECOPORANGA;Ecoporanga;Pregão - Eletrônico;dedicação exclusiva;"Contratação de Empresa Especializada para Prestação de Serviços com dedicação exclusiva de mão de
obra para Postos de Portaria Patrimonial Convencional, com respectivos equipamentos e materiais, para";2;Portaria Noturno – com 02 (dois) Porteiros, em regime especial de 12 x 36, com Pagamento de Intervalo Intrajornada;GUARDIÕES ADMINISTRADORA DE SERVIÇOS LTDA-ME;19797183000146;215262,26;215262,26;27471911000153-1-000020/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;1;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 250 L [Amianto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;88,0;352,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;2;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 500 L [Fibra];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;128,0;256,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;3;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 1000 L [Amianto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;158,9;2542,4;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;4;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 1000 L [Fibra];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;169,5;1017,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;5;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 2000 L [Fibra];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;188,0;376,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;6;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 3500 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;264,0;1056,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;7;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 5000 L [Fibra];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;358,9;4306,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;8;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 5000 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;301,5;2412,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;9;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 6800 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;388,5;777,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;10;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 7000 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;477,5;3820,0;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;11;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 10000 L [Fibra];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;458,9;917,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;12;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 10000 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;481,9;1927,6;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;13;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 10500 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;449,9;899,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;14;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 12000 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;592,8;1185,6;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;15;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 15000 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;368,9;1475,6;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;16;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 16500 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;519,9;1039,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;17;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 20000 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;644,9;1289,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;18;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 24800 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;589,9;1179,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;19;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 35000 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;638,9;1277,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;20;SERVIÇOS, Aplicação: Limpeza de Caixa d' água com 50000 L [Concreto];IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;535,9;1071,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;21;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 500 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;137,9;275,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;22;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 1000 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;177,9;355,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;23;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 3000 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;319,9;639,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;24;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 5000 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;338,9;2033,4;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;25;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 8000 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;259,9;519,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;26;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 8400 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;314,9;629,8;27142058000126-1-000722/2025
2026-07-15;MUNICIPIO DE VITORIA;Vitória;Pregão - Eletrônico;limpeza;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, HIGIENIZAÇÃO E DESINFECÇÃO DOS RESERVATÓRIOS DE ÁGUA (CAIXAS D’ÁGUA E CISTERNAS).;27;SERVIÇOS, Aplicação: Limpeza de Cisterna Concreto com 8600 L;IDEAL PRODUTOS E SERVICOS LTDA;46243178000164;314,9;629,8;27142058000126-1-000722/2025
